name,batter,bat_speed,attack_angle,vba,hba,zone_top,zone_bot,ttc,swing_length,side,batter_depth,batter_distance,contact_depth,avg,obp,slg,bb_rate,k_rate
Brooks Baldwin,681460,70.546,11.182,-29.931,3.027,38.7,18.516,0.137,7.065,L,28.229216128852563,30.2667969109402,1.3143676603454295,0.24,0.29,0.407,6.4,26.2
Brooks Baldwin,681460,70.546,11.182,-29.931,3.027,38.7,18.516,0.137,7.065,R,29.84999377234393,29.42164317377814,-0.3054410299177557,0.24,0.29,0.407,6.4,26.2
Tyrone Taylor,621438,70.292,8.057,-32.313,-8.395,43.2,20.304,0.147,7.546,R,26.695856422560656,25.53125723862316,4.108216147995983,0.223,0.279,0.319,4.7,22.3
Connor Norby,681393,69.341,19.701,-41.441,4.176,39.528,18.948,0.137,6.954,R,26.720077975259507,26.058585783539165,5.55810763718766,0.251,0.3,0.389,5.3,26.7
Romy Gonzalez,663853,74.253,5.965,-27.575,3.626,43.019999999999996,20.88,0.125,6.777,R,28.289141266613907,28.45785278510095,-1.994120448327524,0.305,0.343,0.483,5.3,23.8
Dane Myers,667472,70.946,10.958,-27.139,3.645,43.032,19.68,0.138,7.178,R,31.610630462111537,27.43506549805435,-2.107240974645387,0.235,0.291,0.326,6.9,23.1
Joc Pederson,592626,73.4,9.954,-28.366,-5.95,42.396,20.076,0.141,7.572,L,30.85385492711333,24.61782434474597,-1.1073893150992369,0.181,0.285,0.328,11.1,21.2
Kyle Teel,691019,69.384,11.196,-38.802,4.686,41.916,19.164,0.133,6.748,L,30.25587199987957,28.408768446314166,-1.2815988955865056,0.273,0.375,0.411,12.5,25.9
Giancarlo Stanton,519317,80.671,10.521,-27.941,-4.377,45.263999999999996,21.792,0.149,8.797,R,26.83877909761932,33.792112832219225,-0.9878568816488068,0.273,0.35,0.594,10.3,34.2
Javier Sanoja,691594,68.219,2.203,-20.332,-2.841,40.068,18.240000000000002,0.147,7.334,R,20.96664331953149,27.54496210374401,6.424438400480581,0.243,0.287,0.396,5.6,12.0
Miguel Andújar,609280,71.813,6.364,-25.853,-7.105,40.68,19.428,0.148,7.77,R,28.22407191551565,30.70367393297575,4.5350260779736,0.318,0.352,0.47,5.0,14.4
Ben Williamson,810938,69.634,2.49,-32.922,5.884,42.324,19.344,0.135,6.88,R,27.75749582744264,28.60114311437713,-2.2787827861052565,0.253,0.294,0.31,5.1,21.7
Trey Sweeney,700242,73.586,8.14,-26.601,-3.218,43.848,20.04,0.139,7.517,L,27.606893375766404,26.868086930859043,6.485772622461698,0.196,0.258,0.291,8.0,28.2
Thomas Saggese,695336,69.773,7.705,-37.826,5.615,42.084,19.5,0.135,6.913,R,22.34411127285177,26.442793632172485,4.878448527474572,0.258,0.299,0.342,5.4,28.1
Christopher Morel,666624,75.969,14.924,-27.262,-9.238,43.968,20.16,0.148,8.238,R,27.44265669377901,26.37997579984831,7.01292910842649,0.219,0.289,0.396,8.2,35.7
Mitch Garver,641598,71.843,15.819,-29.423,-8.183,42.156,19.296,0.139,7.316,R,27.00617483178665,27.238643787293807,7.8221925579200065,0.209,0.297,0.343,10.3,27.6
Riley Adams,656180,78.366,8.461,-34.657,-1.038,41.736000000000004,19.38,0.137,7.852,R,28.530582911825164,29.03788605422993,2.1138205181188034,0.186,0.252,0.308,6.3,38.5
Dylan Crews,686611,73.326,6.625,-26.532,-1.465,36.900000000000006,16.152,0.134,7.213,R,29.916504919599205,26.24608490703857,0.5304853851634991,0.208,0.28,0.352,7.5,23.6
Heriberto Hernandez,681715,73.336,15.664,-30.024,-0.949,39.336,17.904,0.144,7.721,R,29.19188577758657,26.884747938614147,3.946921266654407,0.266,0.347,0.438,10.5,26.2
Miguel Rojas,500743,68.04,7.515,-32.074,-4.328,40.116,19.631999999999998,0.142,7.093,R,29.50033304309515,28.67519583353584,5.253234473116461,0.262,0.318,0.397,7.6,14.5
Yoán Moncada,660162,73.41,12.085,-38.247,-5.179,41.328,18.204,0.137,7.346,L,17.844770437383453,26.385394478539524,16.145641895972567,0.234,0.336,0.448,11.1,26.0
Yoán Moncada,660162,73.41,12.085,-38.247,-5.179,41.328,18.204,0.137,7.346,R,17.5251342069614,27.96567340034413,15.614078930438971,0.234,0.336,0.448,11.1,26.0
Coby Mayo,691723,74.763,10.821,-35.583,-16.617,43.224,19.956,0.134,7.321,R,24.70700753379256,27.55990413999364,10.977008565804882,0.217,0.299,0.388,9.2,28.6
Francisco Álvarez,682626,74.067,7.792,-29.908,2.896,39.744,18.408,0.134,7.247,R,25.879262284026773,27.67144633853897,1.1553944259435789,0.256,0.339,0.447,9.7,26.4
Abraham Toro,647351,69.559,11.186,-31.971,-2.815,39.672,19.176000000000002,0.15,7.629,L,29.561481583998194,28.738923442413117,6.250072557937856,0.239,0.289,0.371,4.9,14.8
Abraham Toro,647351,69.559,11.186,-31.971,-2.815,39.672,19.176000000000002,0.15,7.629,R,27.54451373953889,29.11688749797921,7.070256351313052,0.239,0.289,0.371,4.9,14.8
Myles Straw,664702,66.876,6.55,-35.748,3.485,41.46,19.464000000000002,0.139,6.802,R,29.238438959436,25.9331093027413,-3.0294174797390307,0.262,0.313,0.367,6.4,16.7
Kyle Farmer,571657,66.634,12.742,-33.539,-0.916,40.728,19.032,0.14,6.824,R,27.11958776075472,27.503925078955668,5.473567474121139,0.227,0.28,0.365,5.7,22.0
Colson Montgomery,695657,77.113,11.594,-32.883,-8.908,44.112,20.604,0.138,7.81,L,32.24175878979548,28.11649595653569,2.6157821303918536,0.239,0.311,0.529,8.8,29.2
Randal Grichuk,545341,74.108,10.211,-28.373,-6.53,39.336,18.131999999999998,0.142,7.732,R,25.04014457165105,28.45971665859758,7.197767146130542,0.228,0.273,0.401,5.8,20.8
Henry Davis,680779,73.863,8.499,-26.362,-7.369,41.112,20.004,0.135,7.323,R,32.376577836059404,27.67388529970676,-1.9777101444162972,0.167,0.234,0.278,6.4,26.9
Luis Torrens,620443,70.778,9.79,-29.829,6.096,41.160000000000004,18.636,0.139,7.23,R,27.283963081233228,29.94272860884057,-1.8572197445641092,0.226,0.284,0.345,6.7,19.8
Kristian Campbell,692225,73.266,11.266,-34.662,8.084,43.32,21.024,0.126,6.786,R,27.889149760202905,29.69034407172479,1.5860123915394986,0.223,0.319,0.345,11.0,27.4
Jose Trevino,624431,68.888,9.101,-23.302,-2.324,38.364000000000004,17.592,0.143,7.208,R,21.018937643428853,32.476770470570166,9.362598961319268,0.238,0.272,0.351,5.0,12.9
Elías Díaz,553869,72.758,6.198,-29.049,-4.441,38.58,17.448,0.129,6.892,R,26.586479268714616,26.595238269733212,11.670408847584204,0.204,0.27,0.337,7.4,26.1
Blaze Alexander,677942,71.972,8.74,-36.073,4.092,38.916,18.54,0.141,7.421,R,27.65592625387681,28.464314563745035,-3.863261831610546,0.23,0.323,0.383,8.3,32.3
Lamonte Wade,664774,70.004,9.08,-31.825,0.213,38.135999999999996,17.844,0.131,6.718,L,31.52103596502131,23.255114009619447,0.8069245553926774,0.167,0.271,0.254,11.2,24.0
Cole Young,702284,71.302,7.59,-28.055,1.135,39.576,18.708,0.131,6.829,L,24.042289375578303,23.89915063801664,-0.0900990176141354,0.211,0.302,0.305,10.9,18.3
Dominic Canzone,686527,73.105,12.113,-32.105,-2.452,39.144,17.544,0.137,7.325,L,31.648794542942888,28.935974532504492,6.61392567537679,0.3,0.358,0.481,7.4,21.9
Dylan Carlson,666185,68.662,10.713,-36.081,0.826,42.936,19.86,0.137,6.885,L,29.28463678593568,25.20580942707491,-2.379083809831136,0.203,0.278,0.336,8.7,22.4
Dylan Carlson,666185,68.662,10.713,-36.081,0.826,42.936,19.86,0.137,6.885,R,28.25841399655864,25.973518479915857,1.3287180800608738,0.203,0.278,0.336,8.7,22.4
Curtis Mead,678554,73.411,4.778,-32.703,-2.043,42.888,20.088,0.134,7.207,R,33.48495893818493,28.074572937473487,-3.114214571955584,0.233,0.299,0.321,5.7,23.9
Michael Massey,686681,70.109,13.397,-31.452,-6.529,41.688,19.296,0.14,7.207,L,27.063604220769435,27.061773624362296,5.248920501672093,0.244,0.268,0.313,3.2,15.5
Dylan Moore,664238,71.735,7.693,-31.069,-2.419,40.763999999999996,18.419999999999998,0.136,7.149,R,22.523957554635317,30.11800236770193,4.4712151231648685,0.201,0.267,0.374,8.2,33.7
Davis Schneider,676914,71.521,20.624,-33.635,-6.228,37.056,18.012,0.136,7.133,R,31.25283305429637,24.81037480637275,3.3999233858477127,0.234,0.361,0.436,15.9,26.4
Oswald Peraza,672724,73.542,7.538,-26.264,-2.729,39.504,17.951999999999998,0.143,7.723,R,27.65323812511508,29.658096375855678,1.8563900174884,0.164,0.223,0.25,6.4,30.2
Eli White,642201,72.153,9.132,-34.441,2.151,43.968,20.508000000000003,0.136,7.178,R,28.048952837278843,30.45221719040897,0.058978058285992,0.234,0.27,0.406,4.1,25.8
Enrique Hernández,571771,71.159,10.196,-30.045,-3.639,41.292,20.124000000000002,0.145,7.537,R,28.74980506740442,31.091320332651375,3.5766483787803507,0.203,0.255,0.366,7.0,26.6
Daulton Varsho,662139,75.609,12.82,-29.713,-3.566,40.86,18.708,0.142,7.87,L,28.87202227235077,25.99564063678748,-0.8196580863280449,0.238,0.284,0.548,6.3,28.4
Brady House,691781,72.491,8.691,-35.448,3.151,42.816,19.14,0.142,7.531,R,22.40819247172145,27.21146614325867,4.263227878736307,0.234,0.252,0.322,2.9,28.5
Edmundo Sosa,624641,72.3,10.155,-33.844,-2.116,41.088,19.259999999999998,0.153,8.092,R,28.40332760591744,25.94793748451694,0.8208857573630336,0.276,0.307,0.469,3.8,21.5
Anthony Santander,623993,72.148,7.862,-24.14,-9.424,39.756,18.708,0.137,7.235,L,18.905886006212228,26.562415984082868,15.482598201074133,0.175,0.271,0.294,11.3,27.6
Anthony Santander,623993,72.148,7.862,-24.14,-9.424,39.756,18.708,0.137,7.235,R,23.155240977596684,27.461022227848854,5.933655094566383,0.175,0.271,0.294,11.3,27.6
Will Benson,666181,71.785,14.197,-33.506,-4.73,45.684,21.456,0.142,7.473,L,27.05518100165101,31.527043415852617,0.3816569491795051,0.226,0.273,0.435,6.3,26.5
Tyler Fitzgerald,666149,69.002,13.597,-35.196,-4.744,41.064,19.284,0.147,7.405,R,27.633757126265937,25.56442461944297,3.876309234828996,0.217,0.278,0.327,7.0,28.8
Kameron Misner,670224,73.118,12.387,-36.986,-7.464,44.976,20.904,0.146,7.832,L,26.455717461813705,29.01243123629996,8.160342584430053,0.213,0.273,0.345,7.4,31.8
Nick Fortes,663743,71.969,3.434,-19.58,-7.659,38.412,18.084,0.139,7.323,R,30.70821149478757,27.75669609307806,-0.0946234801038588,0.229,0.296,0.349,5.8,19.4
Jake Bauers,641343,76.476,12.104,-34.493,-3.053,43.308,20.088,0.138,7.729,L,29.66590367014131,26.45737299152267,-0.2599115325398912,0.235,0.353,0.399,14.7,27.1
